@relation 'trainingset-weka.filters.unsupervised.attribute.NumericToNominal-R65_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '0.237Att No :36+0.235Att No :28-0.23Att No :30+0.227Att No :27-0.227Att No :38...' numeric
@attribute '0.294Att No :59+0.286Att No :3-0.284Att No :5-0.259Att No :29-0.256Att No :13...' numeric
@attribute '0.37 Att No :62+0.326Att No :54+0.323Att No :63+0.319Att No :61-0.283Att No :4...' numeric
@attribute '-0.333Att No :58-0.293Att No :2+0.27 Att No :16+0.27 Att No :24-0.261Att No :49...' numeric
@attribute '0.403Att No :24+0.403Att No :16+0.235Att No :17+0.216Att No :9-0.204Att No :34...' numeric
@attribute '-0.381Att No :26-0.286Att No :24-0.286Att No :16-0.272Att No :52-0.27Att No :34...' numeric
@attribute '-0.472Att No :9-0.465Att No :1+0.29 Att No :24+0.29 Att No :16-0.234Att No :17...' numeric
@attribute '0.397Att No :14+0.355Att No :6-0.286Att No :52+0.271Att No :1+0.232Att No :54...' numeric
@attribute '-0.333Att No :18-0.319Att No :11-0.286Att No :25+0.274Att No :34-0.261Att No :4...' numeric
@attribute '0.456Att No :26-0.248Att No :60+0.243Att No :34+0.228Att No :18-0.224Att No :11...' numeric
@attribute '-0.394Att No :1+0.36 Att No :49+0.283Att No :46+0.271Att No :12+0.237Att No :41...' numeric
@attribute '-0.406Att No :60-0.338Att No :4+0.323Att No :57+0.289Att No :6-0.225Att No :49...' numeric
@attribute '0.82 Att No :57+0.24 Att No :4-0.239Att No :2+0.176Att No :55-0.174Att No :58...' numeric
@attribute '-0.313Att No :60+0.279Att No :49+0.255Att No :12-0.218Att No :61+0.216Att No :33...' numeric
@attribute '0.371Att No :55-0.348Att No :60-0.304Att No :1+0.274Att No :17-0.26Att No :26...' numeric
@attribute '0.352Att No :11+0.314Att No :49+0.311Att No :1-0.294Att No :33-0.294Att No :25...' numeric
@attribute '0.555Att No :52-0.285Att No :3+0.24 Att No :51-0.197Att No :20-0.193Att No :37...' numeric
@attribute '0.576Att No :49-0.348Att No :33-0.307Att No :12-0.284Att No :41-0.185Att No :1...' numeric
@attribute '0.525Att No :55-0.349Att No :63-0.231Att No :61+0.206Att No :21-0.196Att No :62...' numeric
@attribute '0.404Att No :63+0.334Att No :25+0.323Att No :21-0.245Att No :53+0.24 Att No :13...' numeric
@attribute '0.395Att No :60-0.389Att No :4-0.291Att No :54-0.23Att No :46+0.229Att No :42...' numeric
@attribute '-0.492Att No :6+0.422Att No :22+0.33 Att No :19+0.235Att No :13-0.221Att No :4...' numeric
@attribute '0.367Att No :12-0.343Att No :33-0.329Att No :41+0.327Att No :63-0.241Att No :11...' numeric
@attribute '0.512Att No :9+0.298Att No :13-0.29Att No :1-0.246Att No :37+0.24 Att No :6...' numeric
@attribute '-0.335Att No :25+0.293Att No :14-0.272Att No :53-0.26Att No :3+0.259Att No :4...' numeric
@attribute 'Att No :64' {0,1}

@data
-4.301109,0.596269,0.534197,-1.096179,2.379869,2.769809,1.486833,1.593468,-2.125885,0.095916,-0.045562,-0.90044,0.095502,-0.241644,-0.454686,0.538461,-0.917449,-0.547297,-0.44061,-0.611376,0.139624,0.499598,0.061724,-0.505234,0.047035,0
-6.930266,0.13585,0.06014,-0.932743,1.772946,0.855942,-0.724326,1.643149,-1.019916,-0.353929,1.443047,-1.70504,0.447408,-0.220811,0.482766,-0.687965,-0.653638,-0.137803,-0.81945,-0.501922,-0.08508,0.505386,0.110494,-0.45348,-0.388857,0
-3.325775,0.486503,-0.82364,-1.36259,1.229389,1.970068,2.640177,2.404398,-2.247969,0.105368,-1.390236,-0.891411,0.71404,0.636015,-0.425609,0.353154,0.226319,-0.747376,-0.194056,-0.820419,0.892584,-0.163807,0.362949,-0.353626,0.607312,0
-4.264748,0.414924,0.307754,0.523661,-0.2556,1.102097,1.289436,1.152997,-1.007142,0.411826,-0.294084,-0.802087,0.563255,-0.200722,0.012479,0.73625,-0.026584,0.452246,0.068547,0.686315,0.481009,-0.03848,-0.410352,0.012183,-0.255457,0
-4.227995,-0.196684,-0.555525,-0.076674,-0.178113,0.40023,1.014881,0.464411,-0.933574,0.222916,-0.715362,-0.853058,0.629217,-0.094764,0.780293,0.720979,0.621947,0.139179,-0.459369,0.324309,0.377965,-0.511434,-0.153717,0.385289,0.054213,0
-3.848715,0.228844,-1.192807,-2.665238,-0.504335,-0.583983,0.500902,-0.303281,1.593949,-0.732697,2.24826,-1.045225,-0.731021,2.035559,-1.678002,2.080756,-1.908377,0.40942,-0.416161,-0.002362,0.395567,0.887199,0.013629,0.330036,-0.306759,0
-3.423025,-1.565623,-1.602441,-2.387847,0.30393,0.04419,2.274717,2.499021,-1.451336,-1.380224,-0.041669,-0.582304,0.195254,1.546593,-1.291284,1.020574,-1.237887,-0.131674,-0.103903,-0.067212,0.719725,0.827978,0.085335,-0.066813,1.155644,0
-4.85332,-0.119813,-0.922103,-3.808185,0.88171,-0.701313,0.50402,0.549403,0.340874,-0.731034,0.047467,-2.335864,-0.101117,-0.116678,-1.137542,0.325215,-0.293338,2.859906,0.222418,-0.35299,0.49188,0.099919,0.265948,-0.135953,0.350696,0
-3.490668,-0.421865,-1.382053,-0.364619,-1.513475,-0.766535,1.318801,-0.050818,-0.500406,-0.713249,-1.341165,-0.755763,0.387805,-0.781907,-0.117415,1.049764,-1.274179,-0.759347,-0.175115,0.370445,0.041511,0.583789,0.084316,-0.145257,-1.12716,0
-2.695715,-1.092927,-2.09753,-1.348461,-0.80612,-2.320139,0.486794,-0.540095,-1.07717,-1.163302,-1.174836,-0.197864,0.096852,-0.109579,0.288895,-0.458413,-0.178723,-0.525391,0.295689,0.846995,0.018176,1.574854,0.00111,-0.842128,-0.271002,0
-4.586936,0.963288,0.483179,-1.36897,1.014621,1.602424,0.134132,-1.043149,0.970716,-0.487796,1.930842,-0.134078,-1.200275,0.949489,-1.069848,0.908205,-0.573212,-0.039222,0.555368,0.214411,1.413648,0.182166,0.110095,0.015263,-0.113357,0
-4.841544,0.516632,0.412334,-1.98617,1.482931,0.86531,0.362174,0.039514,0.100147,-0.261006,0.640774,-0.284373,-0.715532,0.311274,-0.402205,1.008388,0.078977,0.764676,0.120277,-0.768516,0.524481,0.585194,0.342152,0.25175,-0.247337,0
-2.75009,-0.958769,-0.132984,0.090332,-0.965719,1.396481,1.869063,0.969079,1.088961,0.590591,-0.884775,-1.505473,0.713304,0.104133,-1.001511,0.16773,-0.564687,-0.049566,-0.428971,0.715942,-0.577294,0.587054,-0.253737,0.389013,-1.085124,0
-4.0884,0.470117,1.059894,1.417522,0.154253,2.197214,1.097142,1.77387,-0.879062,1.285181,0.207329,-0.674001,0.187404,-1.872217,-0.279711,0.211711,-0.189848,0.21955,0.265975,-0.147519,-0.123028,0.479417,0.739686,-0.399478,-0.599896,0
-3.852374,0.868504,0.675054,1.078868,0.086173,1.83606,0.586164,0.667142,-0.216157,0.85335,0.002324,-0.414945,-0.207536,-2.060826,-0.095299,0.025613,-0.384904,-0.064182,0.3804,0.068205,-0.001793,-0.17076,0.624846,-0.184007,-0.300592,0
-3.373639,0.244934,0.297364,1.411272,-0.78954,1.048753,0.995221,-0.583589,0.787808,0.710589,-0.827128,0.631329,-0.354759,-0.883084,-0.438046,-0.286469,-0.566119,0.561559,0.333513,-0.235815,0.808077,-0.499091,0.862271,-0.297707,-0.651961,0
-4.517694,0.579372,0.820528,0.171453,1.469796,2.643162,0.463852,-0.285853,-0.240014,1.316214,0.272028,-1.077234,-0.404862,-0.902888,-0.205852,-0.375546,-0.6762,-0.181979,0.383069,-0.046628,0.368152,-0.3712,0.609242,0.224388,-1.058067,0
-4.602047,0.820053,0.60236,-0.607043,0.504605,2.034173,0.450212,-0.293267,0.309269,-0.335305,1.753447,-1.130075,-0.222359,0.757459,-0.862818,1.075199,-0.378535,-0.113757,0.292034,0.14797,0.645261,-0.47039,-0.425323,0.574136,-0.635324,0
-5.115424,0.920956,1.692799,1.536177,2.150508,2.154807,-2.111786,0.911652,0.126328,-0.052475,-0.278102,-0.076713,-0.317538,-1.444409,0.016007,-1.825506,-0.697223,0.103073,-0.287322,-0.978971,-0.02338,0.743728,0.004112,1.808145,0.231772,0
-4.183039,0.562984,1.219013,-1.64161,2.875614,2.586385,0.787083,0.686004,-2.041266,-0.35276,0.322889,-0.893745,-0.289511,-0.631742,-0.426697,0.059794,-0.821214,-1.300556,-0.440716,-0.582487,0.892569,0.442483,-0.452718,-0.912654,-0.359879,0
-4.097795,1.70044,2.157389,1.081455,0.311271,1.554324,-0.634,0.050528,0.728616,1.185177,2.102103,0.840431,-1.322125,-0.605169,-1.125232,-0.44528,0.134703,-1.785408,0.675855,-0.43411,0.359241,-0.316959,-0.439124,0.225247,0.49664,0
-5.544662,0.935146,0.056032,-0.608579,1.62021,1.26462,-0.913386,0.380995,0.844321,0.636807,0.757343,-1.247193,-0.300424,0.133574,-0.104879,-0.882057,-0.779057,1.42383,0.287527,-0.372192,0.068064,0.225437,0.98871,0.772039,-0.522355,0
-4.399943,1.149712,2.270405,0.785371,2.364067,3.138448,-1.496534,1.428653,0.196255,0.903538,1.475329,-0.384196,-0.049136,-1.996477,0.96339,0.015452,-0.619732,-0.605796,-0.458121,-0.639373,-1.629896,0.112384,-1.084582,0.375236,0.450982,0
-3.69422,0.245437,-0.20288,-0.74664,0.104342,1.787325,1.611216,0.188468,0.305225,0.668361,-1.102404,-0.618425,0.160223,0.144181,-0.372094,-0.438004,0.802461,-0.421855,0.167921,0.020777,-0.737498,-0.771681,-0.027173,0.627271,0.363351,0
-4.132673,0.676636,0.337912,1.744037,-1.29751,0.106194,0.234717,0.089644,0.249967,0.128258,-0.564592,0.110837,0.177875,-0.410309,-0.206552,-1.116763,0.304896,0.517807,0.576139,0.246534,0.420666,-0.089715,0.611411,-0.252526,0.029598,0
-2.589641,1.673888,1.707705,2.781087,-2.143989,0.851607,0.469248,1.324583,0.921516,0.830733,1.187987,0.990129,0.061179,-0.909163,-0.530435,0.133863,1.624366,0.949023,0.957112,-0.261189,-0.18092,-0.566987,-0.125923,-0.44383,1.145518,0
-3.875208,1.236715,0.775872,2.15359,-0.630548,1.805005,0.184011,0.43459,1.324445,0.739496,0.529681,0.512691,-0.351592,-1.427153,0.124061,-1.126259,0.311865,0.489929,0.665446,-0.162761,0.570344,-0.738767,1.097407,-0.436379,0.207898,0
-2.834061,0.281657,1.019055,3.159589,-2.027465,-0.000637,0.557535,0.153264,0.236684,0.715005,0.298216,0.952396,0.099598,0.182486,-0.618438,0.067482,0.005788,0.671462,0.143239,0.314639,0.906839,0.005528,-0.028256,-0.709637,-0.108432,0
-1.494367,0.569681,2.136013,3.39524,-1.302243,1.652141,0.282116,1.795396,0.490285,0.631641,1.259106,0.025173,0.908958,0.117077,0.259605,0.210202,0.282775,0.806264,-0.093419,1.77819,-0.872855,0.651306,-0.849735,-0.547003,0.482354,0
-3.199193,1.791004,3.224709,6.250446,3.226213,0.606521,-10.588115,6.377276,3.221551,-0.919426,-5.157024,1.159787,2.09924,2.084421,-2.180355,2.446796,1.640968,0.221405,0.090735,0.850813,-0.171101,0.689681,-0.076677,0.134511,0.193217,0
-6.159257,1.074449,0.830975,-0.613059,0.289693,0.030676,-1.175591,0.77095,-0.479985,-1.860052,2.258919,-1.309951,0.433157,-0.612049,0.626344,0.617405,0.812359,0.992032,-0.407752,-0.400358,-0.34795,-0.064074,-0.349643,-0.388061,-0.025596,0
-3.545307,0.457797,0.573974,0.804516,-0.151852,1.779734,0.551811,-0.939833,1.336585,0.62065,-0.127695,0.688829,-0.551229,-0.508341,-0.337653,-0.897364,0.168499,0.007867,0.53729,-0.477513,-0.095297,-1.029296,0.753904,-0.290419,-0.338494,0
-5.12561,0.285015,1.068042,0.551484,-1.70797,0.165363,0.440164,1.889119,-0.531391,-1.330465,1.405687,-0.957058,1.303139,-0.158819,0.610715,0.384216,1.377645,-1.115879,-0.817594,0.333074,-1.000554,-0.198669,-1.264641,-0.382071,0.209909,0
-6.279093,1.316385,1.513136,1.202438,-0.676094,0.309411,-0.770358,2.192859,-0.001143,0.636517,2.884321,-1.289811,0.646504,-0.311912,0.198861,-0.23987,0.169461,0.759868,-0.099434,0.59013,-1.114788,0.208221,-0.416407,-0.480022,-0.292133,0
-3.668853,0.214091,0.260445,-0.543704,0.088224,1.68819,0.944157,-0.505944,1.365727,0.73348,-1.102584,-0.662924,-0.022467,-0.655903,0.06549,-0.796655,-0.127293,-0.180239,0.399319,0.269047,-0.866587,-0.816117,0.078114,-0.06267,-0.377796,0
-4.40427,0.822028,1.40653,2.854183,-0.139616,0.975938,-0.925272,0.749666,-0.545012,0.167136,0.401868,-0.244757,0.767929,-0.292544,0.909711,-0.972093,0.947531,0.620356,-0.34794,0.32183,0.131746,-0.145147,-0.387897,0.247577,0.01731,0
-3.557642,0.099244,0.288951,1.963266,0.864321,0.830937,-0.97535,-0.245122,-0.192922,1.010036,-2.148485,0.00765,0.11489,-0.566777,0.220483,-0.620901,-1.1182,1.055238,-0.290318,-0.628566,0.309832,0.171478,0.195653,2.012715,0.197224,0
-3.838104,0.069273,-0.442133,-1.457278,1.190387,1.392747,1.471067,-0.747855,-0.058898,0.847959,-1.185224,0.704917,-0.108704,1.477325,0.740734,-0.075266,0.912982,-0.780155,-0.062754,0.140386,-1.007138,-0.414579,-0.55954,0.488895,-0.224484,0
-3.489582,0.740221,0.089273,-1.965097,1.472943,0.530305,0.698881,-1.410504,0.034963,0.247978,-0.438141,0.813685,-0.919107,1.926677,-0.337394,0.659381,-0.125369,-1.606483,-0.403363,-0.612617,0.378403,0.970824,-0.986575,0.805529,-0.601425,0
-2.676376,0.42995,-0.411735,-2.204335,2.895242,0.964022,-0.101532,-1.416001,-0.021501,1.123232,-2.156352,0.427492,-0.496556,-0.375143,1.403008,0.104437,-0.41234,1.061798,0.211909,-0.056064,-1.42333,0.13343,-0.814602,0.256134,0.181747,0
-5.901598,-0.615853,-0.617357,-3.840323,2.073608,-0.513734,0.607419,1.050339,-1.771395,-1.025945,0.220824,-1.670889,0.369306,0.73946,0.081085,-0.377423,0.732258,1.72823,-0.329456,-0.349893,0.36448,-0.767764,-0.329251,-0.887755,0.875503,0
-6.930794,-0.058766,-0.476039,-0.087955,5.254859,-2.021829,-10.480167,3.079082,2.233782,-1.474406,-6.860659,-1.114169,1.15009,1.191677,-1.767968,1.444346,-0.113019,-0.499343,0.710856,0.495211,0.01116,-0.38158,0.328457,-0.837792,-0.838932,0
-5.554935,-0.39077,-0.588284,-3.249253,2.923722,-0.177146,-0.873915,-0.550663,-1.258049,-0.649847,-0.607416,-1.466281,0.133347,-0.060811,0.994742,-1.06006,-0.465958,0.246923,-0.187828,-0.066341,-0.033143,0.022792,-1.016012,-0.849167,-0.092143,0
-3.556905,0.160392,-0.560745,-0.884678,1.84976,0.385254,-0.878519,-2.102588,0.971788,1.084882,-2.443814,0.874009,-0.441499,-0.358949,1.693818,-1.276006,-0.231562,0.582724,0.48858,0.093319,-0.656352,-0.685706,-1.230592,0.57841,0.666432,0
-3.073338,-0.294511,-0.447178,-2.618619,2.843845,0.652805,0.448708,-1.417019,-1.417128,1.007298,-0.869241,0.052843,-0.264894,1.179007,1.067371,0.760079,0.657149,0.337645,-0.071389,-0.283329,-0.528487,-0.575309,-1.037791,-0.597174,1.043416,0
-3.57228,0.017272,-0.368983,-3.724144,3.368976,1.366988,-0.284024,-1.801307,0.761061,0.188139,-0.324124,0.287687,-0.894203,0.648516,1.206977,0.372379,0.851459,0.831786,0.401516,-0.218913,-0.672531,-0.226286,-0.569962,-0.231493,0.776859,0
-3.400928,-0.680032,-0.165264,-1.694856,1.892925,1.445456,0.912137,-1.417456,-0.543067,0.435488,-2.009625,0.167836,-0.098095,-0.601263,1.099653,-0.148621,0.242118,0.245876,0.595864,0.247988,-1.19125,-0.800821,-0.920675,-0.075602,0.082929,0
-2.000774,0.011522,0.338706,-0.182505,-0.628011,-0.510637,1.262265,-1.044552,1.194438,1.527629,-0.957248,1.423077,-1.442116,0.171183,-1.200258,-0.071386,-0.870806,-0.593638,0.223087,-0.237675,0.70523,0.948137,0.208528,0.366059,-0.603827,0
-3.768607,0.120783,-1.197312,-7.073913,5.935319,1.313621,0.246991,-2.636346,0.287484,1.676452,2.69118,4.44626,10.831088,-0.562933,-1.412002,0.436568,0.651247,0.698199,0.157217,-0.01112,-0.061991,0.031641,0.007305,-0.199955,0.166266,0
-2.886798,0.726214,1.613057,3.060629,-1.643175,1.573614,1.214627,2.233713,0.541989,1.838205,0.749122,0.762061,0.513096,-0.99368,-0.170421,1.157984,0.442434,1.313458,0.243156,-0.210118,-1.072293,0.136923,-0.405111,-0.335155,0.909819,0
-2.462968,-0.647339,0.264502,1.325142,-1.222083,-0.096917,1.172797,-0.754103,-0.570503,0.592813,-1.692633,-0.401355,0.231787,-0.278075,-0.792903,0.563116,-1.702343,0.410693,-0.013247,0.70201,0.399464,0.161301,-0.502716,-0.125601,-0.633566,0
-3.542317,0.370887,0.797976,2.061662,-2.036833,0.136161,1.190265,0.87671,-0.104505,0.715465,0.008772,0.056693,0.325965,-0.680839,-0.828477,1.161298,-0.84435,0.205934,-0.421778,-0.078926,-0.021084,0.05709,-0.416005,0.292133,-0.219316,0
-6.559047,1.637398,0.584775,0.374274,-0.313212,-0.359703,-1.495762,0.385604,0.375796,-0.116206,3.712936,-0.360838,-0.670731,0.32555,-0.929346,-0.189305,-0.769153,0.372293,0.170226,-0.163322,-0.397467,-0.091784,0.276073,-0.569971,0.411025,0
-1.441563,-0.158125,-1.619245,-0.714604,-2.177532,-1.563663,1.064282,-0.959086,0.667635,-1.461645,-1.894211,-0.077235,-0.019292,-1.138446,-0.448212,0.511637,-0.225844,0.189177,0.33674,-0.11427,-0.24718,0.650986,0.067991,0.346447,-0.010914,0
-4.362745,0.330219,-0.102353,1.267304,-1.08537,-0.537923,0.152124,0.005188,-0.88524,-0.242839,-0.267022,-0.44176,0.400245,0.45501,-0.26719,-0.002888,-0.062827,-0.009817,-0.325386,0.234896,-0.654401,0.459104,-0.101744,0.975369,0.152973,0
-3.916457,0.192073,-0.480868,1.112385,-1.842592,-0.887451,0.602713,-0.590009,-0.884743,-0.474011,-0.552418,-0.354233,0.329998,0.293502,-0.744482,-0.27245,0.577083,-0.086475,-0.122387,-0.029157,-0.277241,0.029284,0.341251,0.458667,0.354175,0
-6.490435,0.717365,-0.620017,-2.545073,1.262103,-0.608883,-1.460245,-0.552315,0.884867,-0.594564,0.875471,-1.625166,-0.537294,-0.095669,-0.480424,-0.120299,-0.877591,1.47369,-0.021543,-0.533113,-0.308629,0.397092,0.116559,0.657833,0.088889,0
-2.559406,-0.227445,-0.385779,-0.334481,-0.143656,0.842616,1.648135,-0.726154,0.235433,1.242338,-2.406907,-0.44315,0.131405,-0.553029,0.215605,0.762373,-0.727138,0.228548,0.458303,0.653243,-0.003378,-0.542011,-0.692561,0.361778,-0.272126,0
-4.855019,0.768619,-0.219791,-0.658432,1.352329,0.713027,-0.632538,-0.926638,0.529039,0.503745,-0.901643,0.142371,-0.446702,0.164597,0.455827,-0.57531,0.100846,0.298034,0.076167,-0.358831,-0.224921,-0.30904,-0.086452,1.318775,0.284643,0
-3.838712,0.839764,0.822751,2.270979,0.075269,0.065383,-1.262636,1.005902,-0.307062,-0.003391,-0.2956,0.167022,0.099446,-1.061684,0.190377,-0.383864,-1.375212,0.504107,-0.993653,-0.189923,-0.215999,1.282356,-0.315693,1.68822,0.13188,0
-3.615211,0.227935,0.079489,1.326602,-1.359993,-0.963936,0.144748,-0.40385,0.027925,0.098096,-1.443971,0.466324,-0.207546,-1.008024,-0.743451,0.189606,-1.487803,0.490146,-0.224512,-0.540128,0.322284,0.354951,-0.163289,0.521291,0.392089,0
-2.373927,0.241114,-1.29364,-0.740711,-2.214357,-1.023822,1.218853,0.067674,0.792491,-1.45057,-0.636318,-0.873696,0.208283,-0.044927,-1.348058,0.453691,-0.010576,0.416173,-0.192527,-0.350601,-0.798447,0.702314,0.427563,0.652661,0.05136,0
-3.686106,0.760495,0.322133,0.772982,0.209842,2.810982,0.542885,0.297542,-0.228363,-0.197835,0.406964,-0.851255,0.301428,-1.210218,-0.035998,-0.089424,0.2039,-0.569195,0.260559,0.072885,-0.928491,-0.974521,0.451967,0.291588,-0.372645,0
-3.170218,0.393962,-0.368177,2.010559,-0.525823,0.717458,-0.639082,-0.46692,-0.3574,-0.810729,0.181033,0.824172,0.072594,-0.599785,1.158178,-0.12935,0.597448,-0.030014,0.148182,0.269736,-0.247774,-0.52626,1.414046,-0.07367,0.665643,0
-2.985885,0.181877,0.24136,1.415158,0.169437,1.954467,0.813677,1.481002,-2.04259,-0.184204,0.359407,-0.593464,0.681197,-0.515376,0.520724,1.216841,1.224318,-0.680302,-0.330434,0.00991,0.279153,0.128366,0.389751,0.144995,-0.013187,0
-3.061142,0.890818,0.583695,2.662968,-0.674731,1.409948,0.202916,-0.017814,0.177403,0.280004,0.772121,1.04114,-0.122122,-0.007694,0.189671,-0.466854,-0.208609,-0.580925,-0.006333,0.681622,1.158355,-0.021746,0.295589,-0.45092,-0.398899,0
-3.499215,0.997939,0.360898,1.578069,-1.077988,1.114714,0.527179,-0.313691,0.169612,-0.495393,0.952768,0.977773,-0.360875,0.538076,-0.605627,-0.035701,-0.003367,-1.204521,0.346585,0.372499,0.83393,-0.164291,0.37392,0.046647,-0.782643,0
-3.922922,0.391862,0.109129,0.902709,-0.727352,0.914982,0.644239,0.000374,-0.492101,-0.344722,0.565275,0.22662,-0.064578,0.236602,0.001537,0.267985,0.685855,-1.591788,0.098449,0.300535,0.765651,0.16682,0.320991,0.301848,-0.470438,0
-3.380474,0.845517,0.45629,0.921145,-0.713918,1.413939,0.579439,0.295651,0.021128,-0.176647,0.979032,0.43632,-0.02275,-0.00437,0.056978,0.565889,1.232364,-1.031577,0.399208,-0.055457,-0.228259,-0.015894,0.284474,0.230092,-0.342241,0
-6.118948,1.475601,1.101425,0.908945,-0.724701,-0.085765,-1.173652,0.953662,0.370538,-0.124702,2.862397,0.149776,-0.506994,-0.857048,-0.275167,-0.535322,-0.290884,-0.967186,-0.024233,-0.323877,-0.743527,0.258205,0.131822,-0.679426,0.232682,0
-6.766199,0.993419,-0.275175,0.473512,1.272186,0.268918,-3.072146,-0.388987,0.410559,-1.597476,1.911973,-0.353374,0.093032,1.236324,0.746948,-1.677495,-0.737076,-0.306981,-0.787225,-0.2987,-0.506776,0.019591,0.220628,0.856655,0.108297,0
-6.662241,1.800855,1.339736,-0.002175,0.506283,-0.24771,-2.219423,0.392884,0.42216,-1.055374,3.669962,0.26744,-0.752963,0.965453,-0.44666,-0.170967,-0.302598,-0.61453,-0.087977,-0.251585,0.212908,0.847066,-0.526081,0.202482,-0.039503,0
-3.535672,0.265076,-0.252867,0.426971,-0.662979,1.872819,1.20981,0.185908,0.578514,-0.198607,0.09524,-0.056285,0.048108,-0.207682,-0.168845,0.779612,-0.03132,-1.330336,0.190028,0.561953,0.344935,-0.009486,0.066762,0.280145,-0.697094,0
-3.210241,0.892432,1.035471,1.981364,-1.33217,1.363693,0.321044,0.121345,1.066695,0.321487,1.315138,1.012188,-0.39197,-0.585453,-0.327712,0.325649,-0.213286,-1.162242,0.445666,0.656511,0.864186,-0.387811,-0.649051,-0.329166,-0.153185,0
-4.246917,0.921709,-0.293376,-0.657921,0.555462,1.360487,0.339779,-0.955141,0.056819,-0.265163,0.549933,-0.024054,-0.428376,0.658137,0.112467,-0.121685,0.460803,-1.172954,0.311284,0.498797,0.116849,-0.246095,0.387683,0.292715,-0.51837,0
-3.935804,0.159716,-0.952516,0.342612,-1.964502,-1.227184,0.40386,-0.533378,-0.368439,-0.234477,-0.42323,-1.018682,0.400521,-0.183391,-0.375621,-0.380982,-0.25666,-0.606759,0.032718,0.584915,-0.692398,-0.350072,-0.028203,0.227591,-0.153587,0
-2.793317,-0.012496,-0.147602,1.242579,-2.242149,-1.03971,0.892094,-0.126681,0.161065,0.156255,-0.856572,-0.199531,0.140252,-0.762296,-0.887213,-0.070465,-0.585288,0.525719,0.033278,-0.152883,-0.374523,0.072801,0.244251,0.063393,0.1498,0
-2.399028,0.745196,-1.180088,-0.205829,-1.358712,-1.060438,0.682755,-1.280524,0.077833,0.111797,-1.785003,-0.365838,0.060555,-0.733058,0.020899,-0.260371,-0.432936,-0.189775,0.205466,-0.319061,0.38005,-0.917214,0.021872,-0.303793,0.008893,0
0.971734,-0.330637,-1.581089,-0.126385,-1.656411,-1.322051,1.208647,-1.64196,1.470224,0.164338,-2.608592,1.141271,-0.089947,0.126637,-0.10251,0.222886,0.079968,1.423036,0.77992,0.44207,0.139706,0.186337,-1.187653,-0.43827,0.327519,0
-3.279033,0.785162,0.07193,0.601462,-1.48471,-0.050339,1.013476,0.432752,0.39005,1.26072,-0.692366,-0.635527,0.02026,-1.55588,-0.326358,0.718102,-1.097862,-0.041682,0.25236,0.338161,-0.047403,-0.737891,-0.413371,0.135807,0.028092,0
0.183257,0.316688,-1.274423,0.739911,-2.973925,-2.173048,1.110677,-0.748255,0.626259,-0.581603,-2.06806,-0.082894,0.37923,-0.690364,-0.844654,0.226612,-0.240847,1.351098,-0.308644,-0.231634,0.154159,-0.165319,-0.629528,-0.156944,-0.509312,0
-2.223125,0.120802,-0.403487,-2.974167,0.634556,1.121016,1.072383,-0.501011,2.623213,0.25495,-0.855704,-1.184088,-0.580571,-0.331508,-0.751391,-0.352508,0.095592,0.937505,0.431402,-0.234613,-0.939628,0.157496,0.980738,-0.041016,-0.094474,0
-1.403083,0.1566,0.399568,1.856214,-2.905128,-0.410205,1.030403,1.007874,1.050689,0.40158,-0.162771,-0.574113,0.688772,-0.214145,-0.751657,0.509893,0.140938,0.448473,-0.133058,0.434895,-0.419625,0.014407,-0.375399,0.039097,0.135352,0
-0.78008,-0.801691,-0.719557,1.694589,-2.453974,-2.273285,0.335558,-0.975901,0.431343,0.455052,-0.738059,0.358005,0.215129,0.839339,-0.318729,-0.388435,0.701826,0.606342,-0.549248,0.655017,0.67062,0.519618,-0.408666,-0.184692,-0.387866,0
-5.919557,0.146194,0.263335,0.759499,-0.239324,-0.008848,-0.193394,0.837098,-1.159562,0.549043,1.054013,-1.656414,0.730689,-0.402167,0.766431,-0.258353,-0.274103,-0.152618,-0.55078,0.228043,-0.26278,-0.120485,-0.227199,-0.531794,-0.629261,0
-2.338381,-1.102731,-0.843511,0.578432,-1.950718,-1.796927,0.521933,-1.412652,-0.057185,-0.144285,-1.393485,-0.058442,0.490704,0.478676,0.150577,0.105999,0.295581,0.112821,-0.178881,0.708796,-0.265183,0.044364,-0.594045,-0.217453,0.274183,0
-3.073835,-0.959258,-0.654561,0.269852,-0.350462,0.381875,1.002327,-0.900108,-0.568589,0.44592,-1.758102,-0.165512,0.412847,-0.482339,0.904409,0.898569,0.15117,0.345649,0.171967,0.586149,-0.570098,-0.708956,-0.054364,0.23267,-0.287503,0
-4.275547,1.272138,0.318428,1.00555,0.304319,0.034952,-1.336544,-0.197624,-0.091123,-0.250754,0.774991,1.288809,-0.303064,0.503455,0.704799,-0.354922,0.177654,-0.82646,-0.354507,-0.379908,-0.999538,0.257764,-0.265965,0.72547,0.505029,0
-3.317431,0.978537,0.19,1.905918,-1.207615,-0.229422,-0.040461,-1.203071,-0.022427,-0.297448,-0.059113,1.434005,-0.450766,-0.263164,0.033119,-0.699051,0.81883,0.165626,0.112363,-0.268466,0.794619,-0.693549,0.686235,-0.381135,0.190723,0
